series_id,2017-Annual,2018-Annual,2019-Annual,2020-Annual,2021-Annual,2022-Annual
ENU0100150010,37327,38407.0,40344,43147,44015,46578
ENU0100350010,35311,36797.0,38293,41373,44077,47019
ENU0100550010,35752,38208.0,37376,40604,40256,42697
ENU0100750010,39843,40089.0,42983,45974,45809,48484
ENU0100950010,34611,35611.0,35853,38031,40195,42896
ENU0101150010,33294,35053.0,37292,42089,43427,45412
ENU0101350010,33562,34840.0,35323,38230,39914,42389
ENU0101550010,38932,39672.0,41371,43511,45123,46185
ENU0101750010,36830,38042.0,39053,41108,41937,45477
ENU0101950010,34022,34454.0,35226,36520,38724,41865
ENU0102150010,36739,37804.0,39088,41132,42831,44408
ENU0102350010,47465,50487.0,52081,54183,55231,55605
ENU0102550010,38513,40257.0,41511,43166,46049,48280
ENU0102750010,33356,34271.0,35565,37977,40347,41553
ENU0102950010,42776,44167.0,43013,46935,51380,52505
ENU0103150010,33809,34655.0,35400,38052,40342,43070
ENU0103350010,43301,44410.0,45054,48066,51181,55164
ENU0103550010,35544,35846.0,37218,39425,42038,43524
ENU0103750010,36241,36999.0,36268,39779,42481,48666
ENU0103950010,35671,36363.0,36918,39553,41361,43225
ENU0104150010,34834,36774.0,38568,39904,41328,44793
ENU0104350010,37826,38612.0,39961,42582,45140,48456
ENU0104550010,53450,53763.0,54186,57192,58252,59885
ENU0104750010,36772,37704.0,39966,42565,42886,44128
ENU0104950010,36084,37384.0,38230,40846,43566,46606
ENU0105150010,34739,35236.0,36829,37900,39493,42253
ENU0105350010,38510,39550.0,40659,43150,45583,48776
ENU0105550010,36076,36602.0,37701,41136,41702,43818
ENU0105750010,32648,33264.0,34447,35845,37327,39379
ENU0105950010,34917,36588.0,37106,39074,41267,45606
ENU0106150010,32496,33095.0,33787,35047,36563,39003
ENU0106350010,34054,34533.0,34951,36280,39062,41016
ENU0106550010,35662,37135.0,37832,41200,42886,45778
ENU0106750010,41254,41960.0,43904,47920,49182,50634
ENU0106950010,40934,42724.0,43712,46155,48581,50627
ENU0107150010,35367,36177.0,37071,40266,43165,45099
ENU0107350010,54298,56249.0,57422,60696,63229,66355
ENU0107550010,37764,40053.0,41177,42537,43601,46692
ENU0107750010,34445,35023.0,36074,39272,40862,43118
ENU0107950010,33517,34975.0,35733,39260,41552,43988
ENU0108150010,38581,39428.0,40719,44074,45821,48688
ENU0108350010,47346,49745.0,49587,52556,53832,55275
ENU0108550010,46187,45307.0,47913,49093,49267,63310
ENU0108750010,41386,42626.0,44345,47223,49151,52156
ENU0108950010,57598,59421.0,62193,68097,69132,71596
ENU0109150010,39028,40319.0,41765,44527,47590,49075
ENU0109350010,34218,35918.0,36249,38114,41209,44427
ENU0109550010,35082,36476.0,37621,40207,42631,44971
ENU0109750010,46524,47541.0,48620,51767,54346,57125
ENU0109950010,41725,43025.0,43370,46186,48993,50448
ENU0110150010,45085,45945.0,47778,51151,53034,56146
ENU0110350010,43898,45245.0,47424,50713,53251,56816
ENU0110550010,30632,31378.0,32591,34304,35814,37190
ENU0110750010,37129,38676.0,39925,41926,43240,46711
ENU0110950010,39504,39826.0,40961,43586,45437,47372
ENU0111150010,32587,33590.0,34221,35947,38024,39943
ENU0111350010,36749,37727.0,38876,41057,43052,45728
ENU0111550010,37054,37910.0,39502,42562,44960,47848
ENU0111750010,51864,54059.0,55195,58570,60644,63578
ENU0111950010,38731,39177.0,38862,41129,43067,44700
ENU0112150010,45444,45955.0,46737,48208,48910,53070
ENU0112350010,34159,34385.0,35302,38523,40220,42540
ENU0112550010,44577,45702.0,46898,49881,51849,54821
ENU0112750010,37210,38579.0,39374,40997,42500,45060
ENU0112950010,60315,62929.0,63790,66017,67390,70732
ENU0113150010,42905,44331.0,46150,47499,48783,52685
ENU0113350010,35207,37007.0,37942,40239,43061,47557
ENU0201350010,54651,57151.0,56502,56586,60970,69840
ENU0201650010,58906,61793.0,63119,64324,69407,80027
ENU0202050010,56229,58419.0,60364,64881,65910,68319
ENU0205050010,41431,43728.0,45393,49068,49426,51491
ENU0206050010,50239,56031.0,57629,63975,63002,73848
ENU0206850010,44669,48171.0,45942,65502,65560,61811
ENU0207050010,45104,46326.0,48484,53566,54607,59374
ENU0209050010,51175,53107.0,54576,57947,59273,61556
ENU0210050010,37466,41662.0,40854,41123,42414,44776
ENU0210550010,35530,36631.0,35863,39661,40697,45074
ENU0211050010,51219,52601.0,53095,59483,60267,62704
ENU0212250010,47513,49288.0,51123,55236,56250,57377
ENU0213050010,46170,47435.0,48975,52952,54282,57448
ENU0215050010,45092,46128.0,48534,50066,52084,56648
ENU0215850010,26833,29287.0,28213,36417,37618,38255
ENU0216450010,41310,41462.0,41262,41373,44851,46544
ENU0217050010,41919,43218.0,45158,48635,49848,52382
ENU0218050010,49749,51781.0,54659,61141,62755,66691
ENU0218550010,98106,100815.0,105018,110596,113440,117047
ENU0218850010,68250,72292.0,75009,77174,75478,81786
ENU0219550010,44248,44307.0,44025,45907,52397,50447
ENU0219850010,40430,41687.0,44036,45258,47042,49563
ENU0222050010,43862,46860.0,48852,52005,52865,57281
ENU0223050010,38633,39428.0,41638,45651,46085,50538
ENU0224050010,65505,68258.0,71563,75667,78195,82225
ENU0226150010,55561,56334.0,57829,0,0,0
ENU0227550010,38248,41498.0,42774,44652,45983,51884
ENU0228250010,41047,42370.0,47666,54958,57286,59477
ENU0229050010,36232,38628.0,40045,43863,45594,47270
ENU0400150010,42622,43227.0,45774,49839,49834,52034
ENU0400350010,44762,46053.0,47367,52699,52542,55051
ENU0400550010,42266,43316.0,43836,47764,48191,50048
ENU0400750010,40376,42024.0,43327,46626,48969,52387
ENU0400950010,39996,42646.0,44262,46299,48543,50433
ENU0401150010,65416,69560.0,71060,68460,74505,81233
ENU0401250010,36001,37929.0,38753,40924,43615,46427
ENU0401350010,52588,54307.0,56353,61240,64955,68032
ENU0401550010,37274,38304.0,39381,42815,44275,47341
ENU0401750010,39010,39255.0,40078,43472,45169,46678
ENU0401950010,45480,47239.0,48996,53160,55208,57122
ENU0402150010,41352,43034.0,44511,47737,49424,53442
ENU0402350010,45869,49752.0,48586,52541,53677,55733
ENU0402550010,38566,39957.0,40830,44496,46605,48312
ENU0402750010,37992,39299.0,40393,44711,47104,49252
ENU0500150010,39869,40825.0,41773,42952,46109,48111
ENU0500350010,42236,43632.0,45495,43790,44624,47154
ENU0500550010,34564,35327.0,36289,38006,40149,42221
ENU0500750010,57550,59270.0,62451,67019,71584,72950
ENU0500950010,37471,39004.0,39480,42025,43842,45470
ENU0501150010,33241,34868.0,36335,37861,40324,42737
ENU0501350010,52923,55085.0,58415,61006,62106,60921
ENU0501550010,29528,30366.0,31496,34605,36637,38265
ENU0501750010,31940,32617.0,34037,36389,38281,40073
ENU0501950010,34445,34855.0,35972,39576,39487,41803
ENU0502150010,29530,30166.0,31661,34737,36725,39567
ENU0502350010,32336,33094.0,35406,36427,38394,39286
ENU0502550010,31542,31848.0,33529,36799,39028,41049
ENU0502750010,39621,40301.0,40541,41809,43813,46657
ENU0502950010,37188,39141.0,39862,41489,43734,45292
ENU0503150010,38194,39486.0,40849,44177,46698,48912
ENU0503350010,35492,36015.0,37082,39452,42570,46167
ENU0503550010,35812,37210.0,37680,40079,42746,45148
ENU0503750010,33233,33856.0,34204,35843,37342,38862
ENU0503950010,31873,32514.0,33885,36809,38705,40732
ENU0504150010,34548,35776.0,36961,39235,41892,44718
ENU0504350010,35133,35382.0,35884,38156,40117,42722
ENU0504550010,39370,40810.0,41134,43918,44764,46376
ENU0504750010,36110,36717.0,36393,38230,39852,40974
ENU0504950010,29417,30380.0,31628,34491,37064,39593
ENU0505150010,36089,36433.0,37120,40629,41697,43175
ENU0505350010,38046,39776.0,41254,43967,46606,47500
ENU0505550010,36836,37763.0,38669,40690,42378,44029
ENU0505750010,35698,36377.0,36825,39593,42462,44848
ENU0505950010,35917,36034.0,37222,39917,41654,44540
ENU0506150010,32846,33206.0,34357,37480,39443,40766
ENU0506350010,36996,38616.0,41124,42469,44255,47107
ENU0506550010,32497,32660.0,32596,34719,36365,38942
ENU0506750010,36243,37238.0,37771,39082,40981,45270
ENU0506950010,40454,40921.0,42262,44804,47431,49912
ENU0507150010,32227,32862.0,33331,35523,38693,40043
ENU0507350010,31892,30604.0,31882,34663,36721,37186
ENU0507550010,32492,33533.0,33790,36425,38149,40977
ENU0507750010,31349,34249.0,34917,37457,39763,41540
ENU0507950010,33920,35026.0,35498,38076,39835,43049
ENU0508150010,49910,50578.0,51308,55794,53335,56353
ENU0508350010,32321,33198.0,33352,35011,36211,38490
ENU0508550010,34336,34557.0,35572,37194,38547,40823
ENU0508750010,34938,34698.0,35772,38313,40999,42124
ENU0508950010,29645,31015.0,32178,34988,37951,39291
ENU0509150010,38392,39658.0,40678,43054,44878,48106
ENU0509350010,46602,51145.0,52669,54135,64341,64207
ENU0509550010,30581,31624.0,31957,34805,36317,38278
ENU0509750010,27213,27748.0,28448,30947,32422,33237
ENU0509950010,36369,38096.0,38932,40664,41974,46565
ENU0510150010,25484,26740.0,28218,31353,32953,35181
ENU0510350010,34258,35356.0,35871,37795,41182,49747
ENU0510550010,31340,32698.0,33898,36062,37323,43308
ENU0510750010,32076,32651.0,33975,35885,39006,40980
ENU0510950010,30434,32046.0,33144,35924,37011,39058
ENU0511150010,35897,36652.0,38718,43391,46774,47287
ENU0511350010,31280,31987.0,33113,35289,37440,39150
ENU0511550010,40369,41952.0,42733,44016,46931,47613
ENU0511750010,33669,32280.0,33553,36381,38218,40994
ENU0511950010,48471,49433.0,50939,54974,57336,59794
ENU0512150010,31253,31969.0,32874,35732,37029,38425
ENU0512350010,35575,36849.0,38056,41421,43187,44369
ENU0512550010,35278,35920.0,37121,39121,41391,44032
ENU0512750010,30097,30842.0,31682,33343,35862,36992
ENU0512950010,26295,27034.0,28026,29880,31720,35055
ENU0513150010,41638,42752.0,44186,46651,49142,51771
ENU0513350010,32363,33215.0,34020,35638,38290,40749
ENU0513550010,29128,28203.0,28957,32081,34403,36787
ENU0513750010,28630,29406.0,30907,32095,37098,35606
ENU0513950010,47153,48926.0,50390,52947,53804,59654
ENU0514150010,34774,35339.0,35083,37197,39944,40224
ENU0514350010,46480,46148.0,47596,50950,53857,55677
ENU0514550010,36350,37239.0,38262,40509,42301,44072
ENU0514750010,34626,35700.0,36426,39145,42920,43763
ENU0514950010,30850,31809.0,32925,35466,37793,40261
ENU0600150010,73891,76228.0,79591,88303,92398,93044
ENU0600350010,36298,36597.0,40308,46638,45841,54394
ENU0600550010,43770,44721.0,46199,50573,53646,54202
ENU0600750010,41099,42782.0,45051,49067,51220,52494
ENU0600950010,38540,40239.0,41735,45761,47106,48528
ENU0601150010,41782,44379.0,44127,49176,49972,53080
ENU0601350010,67221,69004.0,70887,77996,80882,82332
ENU0601550010,38176,39085.0,40358,45244,48142,48278
ENU0601750010,48312,50359.0,51178,56925,58474,61249
ENU0601950010,42886,44096.0,45698,49415,52104,53949
ENU0602150010,40505,42525.0,43477,47170,49443,50234
ENU0602350010,39910,40672.0,41776,46797,49427,50653
ENU0602550010,38830,40115.0,41655,45696,47583,50283
ENU0602750010,42584,43966.0,45305,50176,52029,54014
ENU0602950010,45060,46509.0,48354,52045,53555,54976
ENU0603150010,41786,43430.0,45272,49436,50697,51958
ENU0603350010,37438,39196.0,40236,44055,46973,48190
ENU0603550010,46075,47911.0,48076,54472,55982,54686
ENU0603750010,62978,64921.0,67123,72937,77362,78454
ENU0603950010,42266,43443.0,44703,49115,50605,52262
ENU0604150010,68199,72662.0,73937,84401,88795,89516
ENU0604350010,39301,39900.0,41719,44115,46828,48904
ENU0604550010,38937,40019.0,41573,46704,48642,49757
ENU0604750010,41745,42048.0,44284,47455,49450,50926
ENU0604950010,37979,38976.0,39385,42331,44441,48007
ENU0605150010,42041,38673.0,40488,44743,46340,50227
ENU0605350010,47146,48027.0,49504,52891,55254,56318
ENU0605550010,53914,55640.0,57555,62291,66529,67518
ENU0605750010,44519,45446.0,46798,52396,55488,57272
ENU0605950010,61391,62414.0,64775,71565,75191,76341
ENU0606150010,54756,55698.0,58015,64701,67810,69021
ENU0606350010,41841,42999.0,44302,47959,50870,53688
ENU0606550010,44086,45097.0,46832,50919,53755,55488
ENU0606750010,59152,60421.0,63010,68434,71372,74094
ENU0606950010,46285,48428.0,50677,52053,55161,56776
ENU0607150010,45650,46906.0,48952,53000,55526,57432
ENU0607350010,59901,61926.0,64211,71900,75765,76918
ENU0607550010,109102,118442.0,129814,153359,183309,157597
ENU0607750010,45531,47130.0,49049,53415,56234,57860
ENU0607950010,45814,48180.0,51011,55143,56779,57477
ENU0608150010,116219,126411.0,129814,157046,182018,158495
ENU0608350010,52608,54051.0,55818,59170,62660,63591
ENU0608550010,126707,134664.0,138273,162608,185253,167812
ENU0608750010,49372,51268.0,55434,60055,62081,63438
ENU0608950010,42583,43866.0,45524,49987,53345,54969
ENU0609150010,38450,39830.0,38883,42073,44147,46284
ENU0609350010,39852,41250.0,41932,46044,48164,49338
ENU0609550010,56630,58642.0,61843,66667,65574,66549
ENU0609750010,52178,54653.0,57656,63597,68306,69226
ENU0609950010,45970,47829.0,49579,53673,56654,58188
ENU0610150010,40517,41584.0,43003,46619,49534,51436
ENU0610350010,41691,43349.0,44764,48778,52079,53555
ENU0610550010,38590,41366.0,40233,44658,48450,52972
ENU0610750010,39015,39945.0,41744,45445,47530,48854
ENU0610950010,42910,44148.0,45668,49793,52461,53751
ENU0611150010,54433,55235.0,57848,63442,65497,66063
ENU0611350010,58252,60801.0,62115,65714,68613,71581
ENU0611550010,49737,51348.0,53173,56829,59612,61035
ENU0800150010,53163,54751.0,56639,60263,64059,68189
ENU0800350010,36582,38038.0,39107,42054,43965,46823
ENU0800550010,64312,66387.0,69145,74850,77874,81798
ENU0800750010,33940,34973.0,36668,39267,40374,43087
ENU0800950010,30819,31696.0,33365,35876,37347,37964
ENU0801150010,32757,35617.0,36771,38606,40656,43970
ENU0801350010,64824,67668.0,73962,78383,84399,88068
ENU0801450010,95073,83952.0,91158,99066,106868,108058
ENU0801550010,35199,37367.0,38915,43019,44982,48373
ENU0801750010,40285,40805.0,43715,45810,47817,50991
ENU0801950010,43449,46176.0,47856,51169,52247,56730
ENU0802150010,29231,30721.0,32097,34446,36343,38791
ENU0802350010,28194,30033.0,31943,33909,35230,37380
ENU0802550010,38725,41136.0,43489,45285,48459,52343
ENU0802750010,33167,33042.0,33431,35623,36303,38845
ENU0802950010,33860,35247.0,36457,39438,40312,42806
ENU0803150010,67618,70725.0,74043,81974,88044,92675
ENU0803350010,33765,33943.0,35315,35509,35688,38769
ENU0803550010,62901,64304.0,69726,71092,76863,80224
ENU0803750010,44983,45844.0,48605,54065,55605,60196
ENU0803950010,40101,42410.0,45088,46674,51856,55081
ENU0804150010,48932,50480.0,52619,56577,59313,61990
ENU0804350010,39150,41073.0,42479,45508,47367,51132
ENU0804550010,47771,49500.0,50856,53108,55307,59979
ENU0804750010,43059,45414.0,45108,57060,62568,60902
ENU0804950010,34524,35881.0,38099,42874,45350,48876
ENU0805150010,35510,37907.0,39936,43278,44958,49333
ENU0805350010,29438,30513.0,31644,34064,34843,43474
ENU0805550010,33084,35811.0,35044,39145,39018,42065
ENU0805750010,35469,39910.0,40238,40670,40676,42808
ENU0805950010,56404,59099.0,61473,66597,69706,73030
ENU0806150010,34676,35995.0,36791,39220,41457,39290
ENU0806350010,34797,36323.0,37791,40474,41741,44271
ENU0806550010,36907,41244.0,43519,46041,50439,55865
ENU0806750010,44784,46818.0,47936,51433,53776,56383
ENU0806950010,50236,51808.0,53918,58425,61025,64265
ENU0807150010,36548,39826.0,38521,40989,42823,44820
ENU0807350010,37447,38312.0,40281,42598,45156,47147
ENU0807550010,38047,39969.0,41391,43823,46593,48341
ENU0807750010,42492,44431.0,45857,48015,49722,53406
ENU0807950010,28609,29366.0,29340,34858,36898,39366
ENU0808150010,47830,48982.0,50536,53446,51460,55061
ENU0808350010,34987,36687.0,37225,39800,43180,43466
ENU0808550010,38183,39523.0,40775,44170,45478,48506
ENU0808750010,41888,45392.0,46691,49462,51127,53506
ENU0808950010,34322,35626.0,37641,39731,40034,41974
ENU0809150010,35232,36699.0,38956,43004,48293,46584
ENU0809350010,37758,39181.0,40680,44313,47201,50421
ENU0809550010,36836,37669.0,39123,41991,43126,45394
ENU0809750010,50954,52709.0,54622,60005,66020,73392
ENU0809950010,33331,34486.0,35242,37124,38655,42298
ENU0810150010,41607,43190.0,45111,48223,50153,52443
ENU0810350010,48425,51196.0,53343,54901,58822,58569
ENU0810550010,35773,38887.0,39946,41827,43616,46099
ENU0810750010,42413,43584.0,45687,50413,53415,57469
ENU0810950010,31218,32116.0,33615,35742,37577,40018
ENU0811150010,26729,26683.0,27522,30688,32191,34365
ENU0811350010,40261,41329.0,42693,48713,51182,55947
ENU0811550010,34164,35838.0,36806,39746,39041,39321
ENU0811750010,39280,40766.0,41873,47518,49375,54231
ENU0811950010,38501,39518.0,41517,44878,46435,48486
ENU0812150010,38552,42121.0,44320,43219,38929,40453
ENU0812350010,49008,51847.0,54303,56265,57864,62140
ENU0812550010,37522,39375.0,40592,42599,43572,46381
ENU0900150010,84987,86216.0,89148,96809,101154,104786
ENU0900350010,66420,67898.0,69951,74548,75446,78417
ENU0900550010,46047,47419.0,48806,53581,55344,57874
ENU0900750010,54647,55702.0,57719,61482,62529,65503
ENU0900950010,56219,56777.0,58525,63209,65705,68205
ENU0901150010,54342,55559.0,57127,63458,65661,68027
ENU0901350010,49139,50083.0,50387,55149,56707,59102
ENU0901550010,43659,44509.0,46004,49394,50764,53392
ENU1000150010,42548,43841.0,45616,49686,51541,53305
ENU1000350010,62835,63874.0,65574,69631,71416,75122
ENU1000550010,39504,40498.0,41979,45760,48672,51480
ENU1100150010,92544,95909.0,98049,107071,112145,113910
ENU1200150010,45705,47858.0,49116,53345,55956,58404
ENU1200350010,33240,33877.0,33855,36345,38448,40776
ENU1200550010,39317,40652.0,43649,45967,48646,50456
ENU1200750010,35630,37468.0,37634,39784,42394,44150
ENU1200950010,48469,49685.0,51748,55572,58061,61724
ENU1201150010,51259,52977.0,54643,59036,63523,66755
ENU1201350010,32057,32746.0,33547,35191,34979,37334
ENU1201550010,37707,38922.0,40350,43356,47823,49310
ENU1201750010,36520,37288.0,38122,40328,44568,46488
ENU1201950010,38122,39490.0,40435,43236,46152,49095
ENU1202150010,46415,48697.0,50092,54807,59916,63098
ENU1202350010,37443,38204.0,39137,41138,44143,47166
ENU1202750010,35633,36489.0,37922,40772,43090,45424
ENU1202950010,34590,35228.0,34574,36307,38677,41011
ENU1203150010,51828,53569.0,54919,58829,61761,65897
ENU1203350010,42925,44262.0,45766,48852,51619,54912
ENU1203550010,34017,35493.0,36114,38521,41818,45806
ENU1203750010,30667,31600.0,33123,34854,37414,39867
ENU1203950010,35395,36571.0,36775,38354,47659,44086
ENU1204150010,33378,33200.0,34778,41772,41376,42203
ENU1204350010,41206,42009.0,43901,46277,46723,50991
ENU1204550010,35146,36906.0,39193,42426,43764,47115
ENU1204750010,42886,45410.0,44614,50848,49408,53383
ENU1204950010,34226,34934.0,35948,37761,39751,42411
ENU1205150010,37041,40841.0,39935,42744,45171,48908
ENU1205350010,35749,37411.0,38093,40932,43328,45458
ENU1205550010,33819,34535.0,35661,37952,40515,43540
ENU1205750010,52651,54564.0,56407,60937,64634,68196
ENU1205950010,31061,31553.0,32762,33786,35442,38909
ENU1206150010,41571,42879.0,43902,47130,51093,54318
ENU1206350010,34473,35620.0,36652,38877,40997,43578
ENU1206550010,33246,33905.0,34984,35762,38487,41988
ENU1206750010,31804,33359.0,33309,35940,38281,42876
ENU1206950010,36597,38237.0,39064,42016,45334,48592
ENU1207150010,43501,44827.0,46190,49795,52659,56861
ENU1207350010,44297,45272.0,46524,49865,52416,55185
ENU1207550010,31512,32670.0,33640,35568,37215,39622
ENU1207750010,36395,39206.0,38746,40072,41378,44874
ENU1207950010,32067,32979.0,33283,35194,37263,39830
ENU1208150010,41597,43043.0,44309,47554,51564,55480
ENU1208350010,37233,38265.0,39544,41925,45294,47823
ENU1208550010,41252,42308.0,43626,47081,50737,54803
ENU1208650010,52961,54800.0,56621,60927,66624,71552
ENU1208750010,41017,42772.0,43856,47377,51873,55328
ENU1208950010,39531,41359.0,42373,45091,48134,51110
ENU1209150010,44313,45655.0,47750,52265,55420,58104
ENU1209350010,39506,37077.0,37225,40640,42324,45003
ENU1209550010,48203,49952.0,51501,56606,60506,62188
ENU1209750010,36852,37721.0,38799,41442,44712,48459
ENU1209950010,53493,54787.0,56421,61865,68282,71304
ENU1210150010,38247,39196.0,40995,44197,48008,50558
ENU1210350010,47743,49283.0,50809,54720,58412,61512
ENU1210550010,41387,42578.0,43809,46786,48312,51557
ENU1210750010,36873,38128.0,39365,43326,44874,47641
ENU1210950010,43395,45475.0,45637,49029,52515,56319
ENU1211150010,40043,41155.0,42396,44970,47493,49955
ENU1211350010,36840,37946.0,39336,41711,43897,48353
ENU1211550010,45261,47359.0,47750,51643,55601,60086
ENU1211750010,46699,48718.0,50134,53893,57161,60137
ENU1211950010,39789,41043.0,42787,45810,49124,52360
ENU1212150010,33592,34894.0,35802,37737,39617,42804
ENU1212350010,39208,40110.0,40749,41784,43097,46242
ENU1212550010,36174,38167.0,38684,39849,43105,48112
ENU1212750010,39060,40085.0,41241,44406,47221,49880
ENU1212950010,35143,35867.0,37752,42469,45192,46298
ENU1213150010,37312,38543.0,40842,44056,48756,52678
ENU1213350010,34625,35465.0,35994,37897,38472,41305
ENU1300150010,43278,45834.0,48655,55253,58286,59717
ENU1300350010,33742,34468.0,43920,38597,43382,44412
ENU1300550010,34903,36091.0,36145,38870,40892,45182
ENU1300750010,36433,36487.0,36495,38432,39071,40264
ENU1300950010,33405,33857.0,35092,36747,38621,40600
ENU1301150010,32156,33102.0,34056,36156,40102,42758
ENU1301350010,38720,40210.0,41655,43957,48034,50315
ENU1301550010,42737,44349.0,44788,46973,49358,52534
ENU1301750010,31487,32752.0,33348,35702,39058,41571
ENU1301950010,33149,34087.0,34644,36303,35803,41408
ENU1302150010,42271,43662.0,44726,47128,49995,51646
ENU1302350010,30134,31259.0,31745,33101,35104,36559
ENU1302550010,30356,33750.0,34585,36732,39489,43566
ENU1302750010,33589,35162.0,37177,39301,42150,45795
ENU1302950010,35610,36560.0,36932,39197,41534,46570
ENU1303150010,34788,35195.0,35940,39118,40792,43710
ENU1303350010,74621,79990.0,90891,94612,95854,98449
ENU1303550010,35708,36562.0,37712,40761,44398,45467
ENU1303750010,31052,31649.0,32499,33983,37506,39665
ENU1303950010,42836,42899.0,44664,47466,49303,51095
ENU1304350010,28866,29151.0,29120,31559,33848,35796
ENU1304550010,42256,44066.0,43992,46944,49477,53342
ENU1304750010,33620,34201.0,35465,38473,40843,43522
ENU1304950010,35882,35719.0,37860,41197,40614,45154
ENU1305150010,45751,47641.0,48290,50390,53001,56645
ENU1305350010,46891,47057.0,45536,49145,47446,50101
ENU1305550010,32957,34110.0,34337,34391,38447,40079
ENU1305750010,40823,41007.0,43574,46342,47317,49997
ENU1305950010,44602,45388.0,47532,50580,53026,54927
ENU1306150010,29958,31280.0,30510,34353,33702,36110
ENU1306350010,53956,57839.0,59533,62941,62649,64922
ENU1306550010,33604,35386.0,36397,38985,41085,43170
ENU1306750010,57970,58928.0,60862,65314,69519,71883
ENU1306950010,34118,35087.0,35970,37889,40654,43786
ENU1307150010,33293,34522.0,35677,38718,40919,43699
ENU1307350010,38063,38871.0,39677,42098,44393,46481
ENU1307550010,29843,31953.0,32845,35374,38518,41333
ENU1307750010,39959,41410.0,42705,45013,47378,49437
ENU1307950010,33012,32344.0,32993,33739,34460,36469
ENU1308150010,35582,36188.0,37363,38584,41236,44822
ENU1308350010,34601,36560.0,35626,37908,39649,41455
ENU1308550010,29374,30946.0,32676,36025,38068,39490
ENU1308750010,32854,33773.0,35098,37586,41696,42590
ENU1308950010,55639,57291.0,59102,63396,66794,70427
ENU1309150010,30971,32770.0,33351,33921,35059,37684
ENU1309350010,34810,35624.0,35473,38414,40484,44580
ENU1309550010,40734,42241.0,43037,45869,49047,51567
ENU1309750010,37830,39447.0,40661,44694,47824,52120
ENU1309950010,42575,44064.0,47116,48022,49160,53183
ENU1310150010,36694,38741.0,40022,41629,42275,42166
ENU1310350010,42108,46324.0,42858,44637,46604,49033
ENU1310550010,34236,34967.0,36156,38276,40800,43189
ENU1310750010,34500,34330.0,35050,37858,39294,42719
ENU1310950010,31806,32580.0,33142,33478,33735,36956
ENU1311150010,31778,33451.0,34402,36097,39417,41696
ENU1311350010,42816,45136.0,46697,49586,51024,55204
ENU1311550010,41624,42349.0,42951,45360,48156,50787
ENU1311750010,49387,49504.0,50928,53577,57209,60525
ENU1311950010,34890,36535.0,37406,38474,42158,44769
ENU1312150010,74890,76123.0,78686,85343,90412,94586
ENU1312350010,30664,31611.0,32703,34996,37660,40380
ENU1312550010,25184,26552.0,28121,30682,31276,33121
ENU1312750010,41708,43561.0,44515,46178,48141,50819
ENU1312950010,42314,40974.0,43795,46453,49207,52784
ENU1313150010,34523,36573.0,37628,39798,41531,44177
ENU1313350010,36723,38056.0,39174,40356,47780,51376
ENU1313550010,52557,53075.0,54555,57620,59981,63062
ENU1313750010,35929,37048.0,38172,40832,42009,44952
ENU1313950010,46371,47550.0,49081,52292,55718,59391
ENU1314150010,34980,35965.0,37147,37406,39942,42114
ENU1314350010,41574,42370.0,41923,44058,45406,47698
ENU1314550010,30393,30796.0,32635,37420,40347,43081
ENU1314750010,36404,37155.0,37211,39709,41413,44000
ENU1314950010,47829,46351.0,49550,51636,55347,56445
ENU1315150010,37516,38560.0,40048,43104,45635,47978
ENU1315350010,44771,45540.0,46989,50044,51706,53762
ENU1315550010,32707,34196.0,35200,38212,39946,43339
ENU1315750010,37965,39265.0,38948,39880,42454,44179
ENU1315950010,31952,33096.0,33274,35920,38930,39158
ENU1316150010,34091,34673.0,35886,37334,39746,42759
ENU1316350010,38192,37949.0,40316,41940,45058,46716
ENU1316550010,30673,31835.0,33145,35734,38681,41191
ENU1316750010,30041,29906.0,31108,32884,36016,40048
ENU1316950010,35655,36382.0,37243,40174,42041,43462
ENU1317150010,34354,36805.0,39705,41766,44861,48960
ENU1317350010,31888,31387.0,32704,33480,35997,37883
ENU1317550010,38087,39469.0,40517,43155,44416,46841
ENU1317750010,34453,35366.0,36676,39138,41830,45528
ENU1317950010,39670,41107.0,42267,43987,45595,47178
ENU1318150010,30138,31155.0,31955,33881,34983,37766
ENU1318350010,30757,31195.0,35216,33661,35872,38854
ENU1318550010,35877,37545.0,38583,39994,41987,44294
ENU1318750010,33794,36234.0,37414,40273,43046,47457
ENU1318950010,33971,35006.0,36175,38374,40816,42027
ENU1319150010,30712,31282.0,33523,35871,37406,40541
ENU1319350010,38732,40817.0,42183,43418,46854,50568
ENU1319550010,32493,33985.0,35820,36503,39202,42415
ENU1319750010,31512,32224.0,32297,33686,34270,36142
ENU1319950010,35191,37281.0,38003,39545,41341,45232
ENU1320150010,32927,34988.0,37000,42422,46681,47767
ENU1320550010,32506,33319.0,34331,36568,39942,40703
ENU1320750010,38696,40549.0,41897,44045,45889,49281
ENU1320950010,31321,31369.0,32831,33298,35041,37650
ENU1321150010,35185,36200.0,38390,41520,47212,51292
ENU1321350010,34921,36266.0,36335,38355,41368,42043
ENU1321550010,43983,44490.0,45525,47816,50163,50967
ENU1321750010,42239,42754.0,43062,45852,46955,50770
ENU1321950010,38479,40587.0,41298,45044,45201,48310
ENU1322150010,32481,33737.0,36031,36642,39770,42964
ENU1322350010,35901,36726.0,37996,40322,42876,45738
ENU1322550010,37890,38586.0,40020,41838,42637,45629
